n,n commande,date creation,date expedition,dernier statut,date dernier statut,date livraison/echec,prenom,nom,Gender,telephone,adresse,commune,wilaya,designation,prix,type,Brandt,frais livraison,freeshipping,paiement,id importation,type colis,premiere tentative,date premiere tentative,deuxieme tentative,date deuxieme tentative,troisieme tentative,date troisieme tentative
314,62295aefe332b,2022-03-10,,En preparation,2022-03-10,,Hicham,Ody,H,4704082261,some randome address here,Sidi Amar,Saida,M&P T-Shirt Unisexe Noir - Bts,1700,Mode Homme,M&P,750,oui,pas pret,260,ecommerce,,,,,,
315,62295af14161a,2022-03-10,,En preparation,2022-03-10,,Hicham,Amaleta,H,7425907459,some randome address here,Sidi Amar,Saida,Celio T-Shirt - Tebasic - Bleu Wave,1250,Mode Homme,Celio,750,oui,pas pret,260,ecommerce,,,,,,
316,62295af29745c,2022-03-10,,En preparation,2022-03-10,,Rida,Tawsha,H,6359784287,some randome address here,Oran,Oran,Adidas Sandale Homme - F35415 - Bleu,5500,Mode Homme,Adidas,1050,oui,pas pret,260,ecommerce,,,,,,
317,62295af3dda75,2022-03-10,,En preparation,2022-03-10,,Hicham,Verney,H,1807138856,some randome address here,Sidi Amar,Saida,Celio T-Shirt - Mepeachy - Prussian Blue,1200,Mode Homme,Celio,1050,non,pas pret,260,ecommerce,,,,,,
318,62295af51f49f,2022-03-10,,En preparation,2022-03-10,,Rida,Devondra,H,8112857860,some randome address here,Oran,Oran,Slazenger Short Pour Homme - Noir (S009155A),2700,Mode Homme,Slazenger,900,non,pas pret,260,ecommerce,,,,,,
319,62295af6424bb,2022-03-10,,En preparation,2022-03-10,,Mohamed Slimani,,H,,some randome address here,Ain Deheb,Tiaret,Adidas Basket Homme - AQ0863 - Noir,8900,Mode Homme,Adidas,900,oui,pas pret,260,ecommerce,,,,,,
320,62295af79d962,2022-03-10,,En preparation,2022-03-10,,Hicham,,H,4398027535,some randome address here,Sidi Amar,Saida,Linex Chemise Homme- Tono-Melbourne - Arieure,1200,Mode Homme,Linex,750,non,pas pret,260,ecommerce,,,,,,
321,62295af8eb45c,2022-03-10,,En preparation,2022-03-10,,Rida,Miles,H,2296719693,some randome address here,Oran,Oran,Tshirt Pour Homme- Noir/Gris (Cr115495).,3200,Mode Homme,Tshirt,750,non,pas pret,260,ecommerce,,,,,,
322,62295afaa6a57,2022-03-10,,En preparation,2022-03-10,,Mohamed Slimani,Titus,H,2692124040,some randome address here,Ain Deheb,Tiaret,Dim Pack 12 Paires De Chaussettes Unisexe - Blanc/Noir/Gris,776,Mode Femme,Dim,900,oui,pas pret,260,ecommerce,,,,,,
323,62295afbef168,2022-03-10,,En preparation,2022-03-10,,Hicham,Neysa,H,9603568200,some randome address here,Sidi Amar,Saida,KOTA ICGIYIM Bustier Dentelle - Noir 6101,500,Mode Femme,KOTA,750,non,pas pret,260,ecommerce,,,,,,
324,62295afd223be,2022-03-10,,En preparation,2022-03-10,,Rida,Pembroke,H,2279006605,some randome address here,Oran,Oran,Polo Club Collection Chaussures Homme - Bleu - 44,9990,Mode Homme,Polo,750,non,pas pret,260,ecommerce,,,,,,
325,62295afe5ad55,2022-03-10,,En preparation,2022-03-10,,Hicham,Worthington,H,,some randome address here,Sidi Amar,Saida,Celio T-Shirt - Pepiquetee - Blanc,1900,Mode Homme,Celio,750,non,pas pret,260,ecommerce,,,,,,
326,62295aff8233f,2022-03-10,,En preparation,2022-03-10,,Rida,Tymon,H,7927792212,some randome address here,Oran,Oran,Pack De 12 Paires Chaussettes Unisexe - Blanc/Noir/Gris,950,Mode Homme,Pack,900,non,pas pret,260,ecommerce,,,,,,
327,62295b00ceecb,2022-03-10,,En preparation,2022-03-10,,Mohamed Slimani,Kimbra,H,6669082647,some randome address here,Ain Deheb,Tiaret,Pack De 6 Debardeurs Tricot De Peau Homme - Blanc/Gris/Noir,1300,Mode Homme,Pack,750,oui,pas pret,260,ecommerce,,,,,,
328,62295b022c509,2022-03-10,,En preparation,2022-03-10,,Hicham,Cherida,H,6586959163,some randome address here,Sidi Amar,Saida,Polo Club Collection Chaussures de Ville Homme - Noir - 44,3000,Mode Homme,Polo,750,non,pas pret,260,ecommerce,,,,,,
329,L0061MX92,2022-03-10,,En preparation,2022-03-10,,Mohammed Hamza Serir,Prentice,H,4125353636,37 rueb balaha habib,Ait Aggouacha,Tizi Ouzou,M&P T-Shirt Unisexe - Vert - Passeport,1700,Mode Homme,M&P,900,oui,pas pret,261,ecommerce,,,,,,
330,L0061MX93,2022-03-10,,En preparation,2022-03-10,,Mohammed Hamza Serir,,H,2539997978,37 rueb balaha habib,Ain Djasser,Batna,Polo Club Collection Chaussure de Ville Pour homme - 6021-10 - bleu,10000,Mode Homme,Polo,750,oui,pas pret,262,ecommerce,,,,,,
331,KZVGB5T7,2022-03-10,,En preparation,2022-03-10,,Mohammed Hamza Serir,Jenine,H,1082190489,37 rueb balaha habib,Ain Fakroun,Oum El Bouaghi,Celio Chemise - ANACERCLE - Bleu,1900,Mode Homme,Celio,900,non,pas pret,263,ecommerce,,,,,,
332,#1437,2022-03-10,2022-03-10,Livre,2022-03-14,2022-03-14,,Nicoline,F,,cite belaid belkacem ( joinola ),Annaba,Annaba,M&P T-Shirt Unisexe Noir - Bts,1700,Mode Homme,M&P,900,oui,paye,0,ecommerce,Tentative echouee (Faux numero),2022-03-13,Livre,2022-03-14,,
333,#1432,2022-03-10,2022-03-10,Livre,2022-03-14,2022-03-14,,Elicia,F,9516315413,centre ville,Teleghma,Mila,Celio T-Shirt - Tebasic - Bleu Wave,1250,Mode Homme,Celio,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-13,Livre,2022-03-14,,
334,#1424,2022-03-10,2022-03-10,Livre,2022-04-10,2022-04-10,,,F,7614156697,centre ville,Bordj Badji Mokhtar,Adrar,Adidas Sandale Homme - F35415 - Bleu,5500,Mode Homme,Adidas,750,oui,receivable,0,ecommerce,Livre,2022-04-10,,,,
335,#1413,2022-03-10,2022-03-10,Livre,2022-03-12,2022-03-12,,,F,9642558824,cite mimoun,Sidi Bel Abbes,Sidi Bel Abbes,Celio T-Shirt - Mepeachy - Prussian Blue,1200,Mode Homme,Celio,900,oui,paye,0,ecommerce,Livre,2022-03-12,,,,
336,#1421,2022-03-10,2022-03-10,Livre,2022-03-12,2022-03-12,,Samara,H,6771958543,centre ville,Sidi Lakhdar,Ain Defla,Slazenger Short Pour Homme - Noir (S009155A),2700,Mode Homme,Slazenger,750,oui,paye,0,ecommerce,Livre,2022-03-12,,,,
337,#1366,2022-03-10,2022-03-10,Retourne au vendeur,2022-03-21,2022-03-14,,Bowie,F,,el hamiz ,Bab Ezzouar,Alger,Adidas Basket Homme - AQ0863 - Noir,8900,Mode Homme,Adidas,750,oui,paye,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-12,Tentative echouee (Telephone injoignable),2022-03-13,Echec livraison (Client ne repond pas),2022-03-14
338,12325rmb,2022-03-10,,Retourne au vendeur,2022-03-15,,,Brietta,H,5899367781,hai bassatin numero 103A Dar El Beida,Sidi Bel Abbes,Sidi Bel Abbes,Linex Chemise Homme- Tono-Melbourne - Arieure,1200,Mode Homme,Linex,0,oui,paye,0,ecommerce,,,,,,
339,12325rmb,2022-03-10,2022-03-10,Livre,2022-03-12,2022-03-12,,Asher,H,,hai bassatin numero 103A Dar El Beida,Dar El Beida,Alger,Jennyfer Denim -11Defye -Bleu Jean,3250,Mode Femme,Jennyfer,750,oui,paye,0,ecommerce,Livre,2022-03-12,,,,
340,#1450,2022-03-12,2022-03-12,Livre,2022-03-13,2022-03-13,,,H,5418664455,mascara ville ,Mascara,Mascara,Pack De 12 Paires Chaussettes Unisexe - Blanc/Noir/Gris,950,Mode Femme,Pack,900,oui,paye,0,ecommerce,Livre,2022-03-13,,,,
341,#1452,2022-03-12,2022-03-12,Livre,2022-03-14,2022-03-14,,Aubert,F,2549781877,centre ville,M'Sila,M'Sila,Jennyfer Denim -11Dgexd -Bleu Jean,2750,Mode Femme,Jennyfer,750,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
342,#1460,2022-03-12,2022-03-12,Livre,2022-03-15,2022-03-15,,Wilden,H,7705657690,Tigzirt,Tigzirt,Tizi Ouzou,MI-DZ Blouse Col ras du cou manches courtes à volant - Noir,1900,Mode Femme,MI-DZ,750,oui,paye,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-14,Livre,2022-03-15,,
343,#1462,2022-03-12,2022-03-12,Retourne au vendeur,2022-03-21,2022-03-15,,,H,3397531601,Oued rhiou,Oued Rhiou,Relizane,Linex Maillot De Bain Femme - 1 Piece - Plage D'Argent - Bleu Nuit,2800,Mode Femme,Linex,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-13,Tentative echouee (Client absent (reporte)),2022-03-14,Echec livraison (Client no-show),2022-03-15
344,#1466,2022-03-12,2022-03-12,Retourne au vendeur,2022-03-26,2022-03-14,,Gisela,H,4835087009,maraval,Oran,Oran,Artemis Sac A Main Femme - Cabas - Noir,2400,Mode Femme,Artemis,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-13,Echec livraison (Annule par le client),2022-03-14,,
345,#1464,2022-03-12,2022-03-12,Livre,2022-03-15,2022-03-15,,,H,6013166921,cherchell,Cherchell,Tipaza,Adidas Baskets Femmes STAN SMITH- M20605 - Blanc,10000,Mode Femme,Adidas,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-14,Livre,2022-03-15,,
346,#1468,2022-03-12,2022-03-12,Livre,2022-03-13,2022-03-13,,Berkley,H,2462816178,Oran ville,Oran,Oran,Miriale Bustier Pradona Christina - Bleu Ciel,600,Mode Femme,Miriale,750,oui,paye,0,ecommerce,Livre,2022-03-13,,,,
347,#1473,2022-03-12,2022-03-12,Retourne au vendeur,2022-03-26,2022-03-17,,Stepha,H,4041659508,Saharidj,Saharidj,Bouira,Pack - 2 Lunettes Unisexe - Anti-Reflets HD Vision - Noir,1000,Mode Femme,Pack,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-14,Tentative echouee (Telephone injoignable),2022-03-16,Echec livraison (Telephone injoignable),2022-03-17
348,#1451,2022-03-12,2022-03-12,Retourne au vendeur,2022-03-21,2022-03-16,,Gennie,H,5219082015,Larbaa,Larbaa,Blida,Linex Kimono Route Des Reves - Vert-,1200,Mode Femme,Linex,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-14,Tentative echouee (Telephone injoignable),2022-03-15,Echec livraison (Client ne repond pas),2022-03-16
349,#1476,2022-03-12,2022-03-12,Livre,2022-03-15,2022-03-15,,Nisse,H,1299979822,setif ville,Setif,Setif,Jenika Desahbille 3 Pcs - 37141 - Rouge,1699,Mode Femme,Jenika,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-14,Livre,2022-03-15,,
350,#1478,2022-03-12,2022-03-12,Livre,2022-03-14,2022-03-14,,,H,5276705409,Ain smara,Constantine,Constantine,Miriale Soutien-Gorge- Cotton De Luxe Adel -Gris,700,Mode Femme,Miriale,900,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
351,#1480,2022-03-12,2022-03-12,Livre,2022-03-14,2022-03-14,,Letizia,H,,sidi okba,Sidi Okba,Biskra,Nebula Nuisette avec Dentelles - Noir,1399,Mode Femme,Nebula,1050,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
352,#1481,2022-03-12,2022-03-12,Retourne au vendeur,2022-03-21,2022-03-15,,Kale,H,2864685454,staoueli,Staoueli,Alger,Jennyfer Ceinture -92Licc -Noir,950,Mode Femme,Jennyfer,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-13,Tentative echouee (Client absent (reporte)),2022-03-14,Echec livraison (Client absent (reporte)),2022-03-15
353,#1465,2022-03-12,2022-03-12,Livre,2022-03-14,2022-03-14,,Pierrette,H,,M'sila ville,M'Sila,M'Sila,Jennyfer T-Shirt -42Mouse -Noir,1750,Mode Femme,Jennyfer,900,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
354,#1483,2022-03-12,2022-03-12,Livre,2022-03-13,2022-03-13,,Layne,H,2764373196,Ain tadles,Ain Tedles,Mostaganem,Linex Chemise De Nuit - Vacances Romaines -Blanc,1000,Mode Femme,Linex,750,oui,paye,0,ecommerce,Livre,2022-03-13,,,,
355,#1485,2022-03-12,2022-03-12,Livre,2022-03-15,2022-03-15,,Dewain,H,4214055455,Ouargla ville,Ouargla,Ouargla,KOTA ICGIYIM Pack De 6 Slips - Dentelle - Multicolore 5007,1500,Mode Femme,KOTA,750,oui,paye,0,ecommerce,Livre,2022-03-15,,,,
356,#1487,2022-03-12,2022-03-12,Retourne au vendeur,2022-03-26,2022-03-16,,Dahlia,H,2258784298,oum el bouaghi ville,Oum el Bouaghi,Oum El Bouaghi,KOTA ICGIYIM Pyjama - Une Piece - sans Manche-rouge 6519,1500,Mode Femme,KOTA,900,oui,paye,0,ecommerce,Tentative echouee (Telephone injoignable),2022-03-14,Tentative echouee (Telephone injoignable),2022-03-15,Echec livraison (Client ne repond pas),2022-03-16
357,#1489,2022-03-12,2022-03-12,Livre,2022-03-14,2022-03-14,,,H,8047427288,Bir el ater ville,Bir el Ater,Tebessa,KOTA ICGIYIM Pack de 6 Slips - dantel- Multicolore 5007,1500,Mode Femme,KOTA,750,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
358,#1491,2022-03-12,2022-03-12,Retourne au vendeur,2022-03-21,2022-03-15,,,F,7216418190,centre ville,Mostaganem,Mostaganem,PIEGE Pyjama Femme Anabelle - Rose,2450,Mode Femme,PIEGE,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-13,Tentative echouee (Telephone injoignable),2022-03-14,Echec livraison (Client absent (reporte)),2022-03-15
359,#1492,2022-03-12,2022-03-12,Livre,2022-03-14,2022-03-14,,Aurea,F,4182701496,blida ville,Blida,Blida,MI-DZ Veste en Jean,4200,Mode Femme,MI-DZ,900,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
360,#1493,2022-03-12,2022-03-12,Livre,2022-03-13,2022-03-13,,,F,7215503230,Gdyel,Gdyel,Oran,stil moda Pyjama Sm-310 Rose Et Gris 2 Pieces,990,Mode Femme,stil,750,oui,paye,0,ecommerce,Livre,2022-03-13,,,,
361,#1495,2022-03-12,2022-03-12,Livre,2022-03-14,2022-03-14,,Townsend,F,3472494109,annaba ville,Annaba,Annaba,Collier Harry Potter - Relique De La Mort - Silver,800,Mode Femme,Collier,900,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
362,#1497,2022-03-12,2022-03-12,Retourne au vendeur,2022-03-21,2022-03-13,,,F,,Djediouia,Djidioua,Relizane,Pack 6 Soquettes Invisibles Unisexe - Blanc/Noir/Gris,600,Mode Femme,Pack,750,oui,paye,0,ecommerce,Echec livraison (Client absent (echoue)),2022-03-13,,,,
363,#1498,2022-03-12,2022-03-12,Retourne au vendeur,2022-04-02,2022-03-24,,Clarine,H,5438554267,sebaa,Sebaa,Adrar,SUDE Pyjama S3302 Saumon Et Bleu,1900,Mode Femme,SUDE,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-20,Echec livraison (Client absent (echoue)),2022-03-24,,
364,#1499,2022-03-12,2022-03-12,Livre,2022-03-16,2022-03-16,,Callida,H,1395347354,bechar ville,Bechar,Bechar,MI-DZ Haut Col Ras Du Cou Sans Manches - Rose,1900,Mode Femme,MI-DZ,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-14,Tentative echouee (Client ne repond pas),2022-03-15,Livre,2022-03-16
365,#1500,2022-03-12,2022-03-12,Livre,2022-03-20,2022-03-20,,Susann,H,6971812174,Tamanrasset ville,Tamanrasset,Tamanrasset,Parure Femme - 3 Pieces - Silver,2200,Mode Femme,Parure,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-19,Livre,2022-03-20,,
366,#1501,2022-03-12,2022-03-12,Livre,2022-03-16,2022-03-16,,Barry,H,9144100040,adrar ville,Adrar,Adrar,Bracelet Tresse Femme Dore,1600,Mode Femme,Bracelet,1400,oui,paye,0,ecommerce,Livre,2022-03-16,,,,
367,#1504,2022-03-12,2022-03-12,Livre,2022-03-14,2022-03-14,,Phedra,H,,Telaghma,Teleghma,Mila,Turkish Porte-Monnaie Noir boucle ronde,3000,Mode Femme,Turkish,900,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
368,#1505,2022-03-12,2022-03-12,Livre,2022-03-14,2022-03-14,,Michaella,F,,bechar ville,Bechar,Bechar,SUDE Pyjama S3277 Gris Et Rose,1900,Mode Femme,SUDE,1050,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
369,1326,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-26,2022-03-17,,Stanleigh,H,7168251068,centre ville,Tizi Ouzou,Tizi Ouzou,Jennyfer Ceinture -92Lcin -Noir,950,Mode Femme,Jennyfer,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-15,Tentative echouee (Client ne repond pas),2022-03-16,Echec livraison (Client ne repond pas),2022-03-17
370,1324,2022-03-13,2022-03-13,Livre,2022-03-15,2022-03-15,,,H,5374289004,centre ville,El Attaf,Ain Defla,SUDE Pyjama S3276 Gris Et Bleu Nuit,1900,Mode Femme,SUDE,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-14,Livre,2022-03-15,,
371,1323,2022-03-13,2022-03-13,Livre,2022-03-15,2022-03-15,,Olly,F,,centre ville,Draria,Alger,Artemis Pochette Bandouliers - Noir,1000,Mode Femme,Artemis,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-14,Livre,2022-03-15,,
372,1322,2022-03-13,2022-03-13,Livre,2022-03-15,2022-03-15,,Clarice,F,7856459487,centre ville,Cherchell,Tipaza,KOTA ICGIYIM Pack de Trois Slips - Grande taille - noir,950,Mode Femme,KOTA,900,oui,paye,0,ecommerce,Livre,2022-03-15,,,,
373,1321,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-21,2022-03-15,,Hans,F,4278338543,centre ville,Tadjenanet,Mila,Suncolor Sandale Compensee - Beige,3800,Mode Femme,Suncolor,900,oui,paye,0,ecommerce,Echec livraison (Annule par le client),2022-03-15,,,,
374,#1510,2022-03-13,2022-03-13,Livre,2022-03-17,2022-03-17,,Zaccaria,H,,,Hassi Messaoud,Ouargla,Ceinture De Maternite Minceur - Beige,2500,Mode Femme,Ceinture,1050,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-16,Livre,2022-03-17,,
375,1328,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-21,2022-03-15,,,H,9017496638,centre ville,Bordj El Bahri,Alger,Miriale Soutien Gorge - F.S Esmeralda- Blanc/Noir,800,Mode Femme,Miriale,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-14,Echec livraison (Client incapable de payer),2022-03-15,,
376,1329,2022-03-13,2022-03-13,Livre,2022-03-14,2022-03-14,,,H,2985833686,centre ville,Birkhadem,Alger,G 21 T-Shirt Simple Orange,500,Mode Femme,G,900,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
377,#1511,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-21,2022-03-16,,Lauryn,H,1837482144,,Bir El Djir,Oran,Jennyfer T-Shirt -42Stabo -Noir,2250,Mode Femme,Jennyfer,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-14,Tentative echouee (Client ne repond pas),2022-03-15,Echec livraison (Client absent (reporte)),2022-03-16
378,1317,2022-03-13,2022-03-13,Retourne au vendeur,2022-04-06,2022-03-28,,Stacy,F,7242462013,centre ville,Timimoun,Adrar,Miriale Bustier Cotton Silk - Rouge,600,Mode Femme,Miriale,750,oui,receivable,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-17,Tentative echouee (Client ne repond pas),2022-03-24,Echec livraison (Client ne repond pas),2022-03-28
379,#1516,2022-03-13,2022-03-13,Livre,2022-03-16,2022-03-16,,,H,7637774640,,El Oued,El Oued,Boucle D'oreilles - Ronde Dore & Noir,900,Mode Femme,Boucle,900,oui,paye,0,ecommerce,Livre,2022-03-16,,,,
380,1312,2022-03-13,2022-03-13,Livre,2022-03-15,2022-03-15,,,H,,centre ville,Reghaia,Alger,Ceinture De Maternite Minceur - Beige,2500,Mode Femme,Ceinture,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-14,Livre,2022-03-15,,
381,#1517,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-26,2022-03-17,,,H,1278453872,,Oran,Oran,Nebula Nuisette - Bleu,1490,Mode Femme,Nebula,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-15,Tentative echouee (Client absent (reporte)),2022-03-16,Echec livraison (Client absent (reporte)),2022-03-17
382,1311,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-21,2022-03-16,,Kalindi,H,3009190860,centre ville ,Hussein Dey,Alger,MI-DZ Robe Petits pois manches 3/4 - Noir,5350,Mode Femme,MI-DZ,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-14,Tentative echouee (Client ne repond pas),2022-03-15,Echec livraison (Client no-show),2022-03-16
383,1319,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-21,2022-03-16,,Hunter,H,7739227538,centre ville,Rais Hamidou,Alger,Suncolor Sandale Compensee - Beige,3800,Mode Femme,Suncolor,750,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-14,Tentative echouee (Client absent (reporte)),2022-03-15,Echec livraison (Telephone injoignable),2022-03-16
384,1308,2022-03-13,2022-03-13,Livre,2022-03-15,2022-03-15,,Jeromy,H,6917776893,cite el beldj ,Tipaza,Tipaza,Ceinture De Maternite Minceur - Beige,2500,Mode Femme,Ceinture,900,oui,paye,0,ecommerce,Livre,2022-03-15,,,,
385,1307,2022-03-13,2022-03-13,Livre,2022-03-15,2022-03-15,,Debee,H,,la nouvelle ville ali menjli ,Constantine,Constantine,Miriale Soutien Gorge - F.S Esmeralda- Blanc/Noir,800,Mode Femme,Miriale,900,oui,paye,0,ecommerce,Livre,2022-03-15,,,,
386,1306,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-26,2022-03-17,,Nahum,H,,tolga Biskra,Tolga,Biskra,G 21 T-Shirt Simple Orange,500,Mode Femme,G,1050,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-15,Tentative echouee (Client ne repond pas),2022-03-16,Echec livraison (Client ne repond pas),2022-03-17
387,#1520,2022-03-13,2022-03-13,Livre,2022-03-17,2022-03-17,,Daron,F,,,Adrar,Adrar,Jennyfer T-Shirt -42Stabo -Noir,2250,Mode Femme,Jennyfer,1400,oui,paye,0,ecommerce,Livre,2022-03-17,,,,
388,1305,2022-03-13,2022-03-13,Livre,2022-03-26,2022-03-26,,Rona,H,1329797748,centre ville,Tamantit,Adrar,Miriale Bustier Cotton Silk - Rouge,600,Mode Femme,Miriale,1400,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-22,Livre,2022-03-26,,
389,#1521,2022-03-13,2022-03-13,Livre,2022-03-19,2022-03-19,,Franz,H,2842533531,,Tamanrasset,Tamanrasset,Boucle D'oreilles - Ronde Dore & Noir,900,Mode Femme,Boucle,1600,oui,paye,0,ecommerce,Livre,2022-03-19,,,,
390,1303,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-26,2022-03-17,,Nissy,H,7527310479,centre ville,Ouled Slama,Blida,Ceinture De Maternite Minceur - Beige,2500,Mode Femme,Ceinture,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-15,Tentative echouee (Client absent (reporte)),2022-03-16,Echec livraison (Client absent (echoue)),2022-03-17
391,#1522,2022-03-13,2022-03-13,Livre,2022-03-17,2022-03-17,,Hedwig,H,5646026561,,Boudouaou,Boumerdes,Nebula Nuisette - Bleu,1490,Mode Femme,Nebula,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-15,Tentative echouee (Client ne repond pas),2022-03-16,Livre,2022-03-17
392,1292,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-21,2022-03-16,,,F,8676581753,centre ville,Draria,Alger,Miriale Pack 03 Strings Luxury ( Fragrance+Siena+Paris ) + Un Cadeaux Offert,1600,Mode Femme,Miriale,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-14,Tentative echouee (Telephone injoignable),2022-03-15,Echec livraison (Telephone injoignable),2022-03-16
393,#1525,2022-03-13,2022-03-13,Livre,2022-03-22,2022-03-22,,,H,2934147893,,Tindouf,Tindouf,Linex Soutien Gorge - F.S Noela -Bordeau-,800,Mode Femme,Linex,1600,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-21,Livre,2022-03-22,,
394,1289,2022-03-13,2022-03-13,Livre,2022-03-16,2022-03-16,,Pamelina,H,9426417902,centre ville,Mihoub,Medea,Suncolor Sandale Compensee - Beige,3800,Mode Femme,Suncolor,900,oui,paye,0,ecommerce,Livre,2022-03-16,,,,
395,1286,2022-03-13,2022-03-13,Livre,2022-03-14,2022-03-14,,Letizia,H,3468555233,centre ville,Bab Ezzouar,Alger,Ceinture De Maternite Minceur - Beige,2500,Mode Femme,Ceinture,750,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
396,#1526,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-26,2022-03-19,,Mahalia,H,4685882972,,Djelfa,Djelfa,Miriale Soutien Gorge - F.S Esmeralda- Blanc/Noir,800,Mode Femme,Miriale,1050,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-15,Tentative echouee (Client absent (reporte)),2022-03-17,Echec livraison (Client absent (reporte)),2022-03-19
397,1285,2022-03-13,2022-03-13,Livre,2022-03-16,2022-03-16,,Edvard,F,7863546326,kima RTA,Oran,Oran,G 21 T-Shirt Simple Orange,500,Mode Femme,G,750,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-14,Livre,2022-03-16,,
398,#1529,2022-03-13,2022-03-13,Livre,2022-03-16,2022-03-16,,Duff,F,6754007080,,Kais,Khenchela,Jennyfer T-Shirt -42Stabo -Noir,2250,Mode Femme,Jennyfer,900,oui,paye,0,ecommerce,Tentative echouee (Client ne repond pas),2022-03-15,Livre,2022-03-16,,
399,1242,2022-03-13,2022-03-13,Livre,2022-03-15,2022-03-15,,,F,5524519396,centre ville,Bordj Bou Arreridj,Bordj Bou Arreridj,Miriale Bustier Cotton Silk - Rouge,600,Mode Femme,Miriale,900,oui,paye,0,ecommerce,Livre,2022-03-15,,,,
400,#1532,2022-03-13,2022-03-13,Livre,2022-03-14,2022-03-14,,Ora,H,6923010658,,Bab El Oued,Alger,Boucle D'oreilles - Ronde Dore & Noir,900,Mode Femme,Boucle,750,oui,paye,0,ecommerce,Livre,2022-03-14,,,,
401,1243,2022-03-13,2022-03-13,Retourne au vendeur,2022-03-26,2022-03-17,,Jo,H,1569142915,centre ville,Khenchela,Khenchela,Ceinture De Maternite Minceur - Beige,2500,Mode Femme,Ceinture,900,oui,paye,0,ecommerce,Tentative echouee (Client absent (reporte)),2022-03-15,Tentative echouee (Client absent (reporte)),2022-03-16,Echec livraison (Client ne repond pas),2022-03-17
